survived,sex,age,class,fare,adult_minor,dataset,age_was_imputed,sibsp,parch,embarked
False,male,25.0,Third,9.5,N/A,Titanic,False,0,0,S
True,male,4.0,Third,11.1333,N/A,Titanic,False,1,1,S
False,male,26.0,Third,7.8958,N/A,Titanic,False,0,0,S
True,female,47.0,First,52.5542,N/A,Titanic,False,1,1,S
False,male,33.0,First,5.0,N/A,Titanic,False,0,0,S
False,male,47.0,Third,9.0,N/A,Titanic,False,0,0,S
True,female,28.0,Second,24.0,N/A,Titanic,False,1,0,C
True,female,15.0,Third,7.225,N/A,Titanic,False,0,0,C
False,male,20.0,Third,9.8458,N/A,Titanic,False,0,0,S
False,male,19.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.8958,N/A,Titanic,False,0,0,S
True,female,56.0,First,83.1583,N/A,Titanic,False,0,1,C
True,female,25.0,Second,26.0,N/A,Titanic,False,0,1,S
False,male,33.0,Third,7.8958,N/A,Titanic,False,0,0,S
False,female,22.0,Third,10.5167,N/A,Titanic,False,0,0,S
False,male,28.0,Second,10.5,N/A,Titanic,False,0,0,S
False,male,25.0,Third,7.05,N/A,Titanic,False,0,0,S
False,female,39.0,Third,29.125,N/A,Titanic,False,0,5,Q
False,male,27.0,Second,13.0,N/A,Titanic,False,0,0,S
True,female,19.0,First,30.0,N/A,Titanic,False,0,0,S
False,female,21.5,Third,23.45,N/A,Titanic,False,1,2,S
True,male,26.0,First,30.0,N/A,Titanic,False,0,0,C
False,male,32.0,Third,7.75,N/A,Titanic,False,0,0,Q
